s,h,q_eq,f1,f2,regime
-0.2,-1.85,0.3936170212765957,1.2626073963391857,2.0723999999999996,unstable
-0.2,-1.8,0.3913043478260869,1.2550607287449393,2.0416,unstable
-0.2,-1.75,0.3888888888888889,1.247588424437299,2.01,unstable
-0.2,-1.7,0.38636363636363635,1.2401883830455258,1.9776,unstable
-0.2,-1.65,0.3837209302325581,1.2328584742377844,1.9444,unstable
-0.2,-1.6,0.380952380952381,1.2255965292841648,1.9104,unstable
-0.2,-1.55,0.37804878048780494,1.2184003315375052,1.8756000000000002,unstable
-0.2,-1.5,0.37500000000000006,1.211267605633803,1.8399999999999999,unstable
-0.2,-1.45,0.37179487179487175,1.2041960051731573,1.8036000000000003,unstable
-0.2,-1.4,0.3684210526315789,1.1971830985915493,1.7664000000000002,unstable
-0.2,-1.35,0.3648648648648649,1.1902263528706343,1.7284,unstable
-0.2,-1.3,0.36111111111111116,1.1833231146535867,1.6896000000000002,unstable
-0.2,-1.25,0.35714285714285715,1.1764705882352944,1.6500000000000001,unstable
-0.2,-1.2,0.35294117647058826,1.1696658097686377,1.6096000000000001,unstable
-0.2,-1.15,0.3484848484848485,1.162905616867073,1.5684,unstable
-0.2,-1.1,0.34375,1.156186612576065,1.5264000000000002,unstable
-0.2,-1.05,0.3387096774193548,1.1495051224170862,1.4836,unstable
-0.2,-1.0,0.3333333333333333,1.1428571428571428,1.4400000000000002,unstable
-0.2,-0.95,0.3275862068965517,1.136238279095422,1.3956,unstable
-0.2,-0.9,0.32142857142857145,1.1296436694465504,1.3504,unstable
-0.2,-0.85,0.3148148148148148,1.123067892780278,1.3044000000000002,unstable
-0.2,-0.8,0.30769230769230776,1.1165048543689322,1.2576,unstable
-0.2,-0.75,0.30000000000000004,1.1099476439790577,1.21,unstable
-0.2,-0.7,0.29166666666666663,1.103388357949609,1.1616,unstable
-0.2,-0.65,0.2826086956521739,1.0968178740690588,1.1123999999999998,unstable
-0.2,-0.6,0.2727272727272727,1.0902255639097744,1.0624,unstable
-0.2,-0.55,0.2619047619047619,1.0835989213042412,1.0116,unstable
-0.2,-0.5,0.25,1.0769230769230769,0.96,unstable
-0.2,-0.45,0.2368421052631579,1.070180155955902,0.9076000000000001,unstable
-0.2,-0.4,0.22222222222222224,1.063348416289593,0.8544,unstable
-0.2,-0.35,0.20588235294117646,1.0564010743061771,0.8004000000000002,unstable
-0.2,-0.3,0.1875,1.0493046776232617,0.7456,unstable
-0.2,-0.25,0.16666666666666666,1.0420168067226891,0.6900000000000001,unstable
-0.2,-0.2,0.14285714285714288,1.0344827586206897,0.6336,unstable
-0.2,-0.15,0.11538461538461538,1.0266306445387883,0.5763999999999999,unstable
-0.2,-0.1,0.08333333333333334,1.018363939899833,0.5184000000000001,unstable
-0.2,-0.05,0.045454545454545456,1.009549795361528,0.4596,unstable
-0.2,0.0,1.0,1.0,0.4,fixation
-0.2,0.05,1.0,1.01,0.3396,fixation
-0.2,0.1,1.0,1.02,0.2784,fixation
-0.2,0.15,1.0,1.03,0.21639999999999998,fixation
-0.2,0.2,1.0,1.04,0.15360000000000001,fixation
-0.2,0.25,1.0,1.05,0.09,fixation
-0.2,0.3,1.0,1.06,0.02559999999999998,fixation
-0.2,0.35,1.0,1.07,-0.039599999999999996,fixation
-0.2,0.4,1.0,1.08,-0.10560000000000005,fixation
-0.2,0.45,1.0,1.09,-0.17240000000000003,fixation
-0.2,0.5,1.0,1.1,-0.24000000000000005,fixation
-0.2,0.55,1.0,1.11,-0.3084000000000002,fixation
-0.2,0.6,1.0,1.12,-0.37760000000000005,fixation
-0.2,0.65,1.0,1.13,-0.44759999999999994,fixation
-0.2,0.7,1.0,1.14,-0.5184,fixation
-0.2,0.75,1.0,1.15,-0.59,fixation
-0.2,0.8,1.0,1.1600000000000001,-0.6624000000000002,fixation
-0.2,0.85,1.0,1.17,-0.7356,fixation
-0.2,0.9,1.0,1.18,-0.8096000000000001,fixation
-0.2,0.95,1.0,1.19,-0.8843999999999999,fixation
-0.2,1.0,1.0,1.2,-0.96,fixation
-0.2,1.05,0.9545454545454545,0.992048466489966,-1.0364000000000002,stable
-0.2,1.1,0.9166666666666666,0.984743411927878,-1.1136000000000001,stable
-0.2,1.15,0.8846153846153847,0.977948226270374,-1.1916,stable
-0.2,1.2,0.8571428571428572,0.971563981042654,-1.2704000000000002,stable
-0.2,1.25,0.8333333333333334,0.9655172413793104,-1.35,stable
-0.2,1.3,0.8125,0.959752321981424,-1.4304000000000003,stable
-0.2,1.35,0.7941176470588235,0.9542262048922258,-1.5116000000000003,stable
-0.2,1.4,0.7777777777777779,0.9489051094890512,-1.5936,stable
-0.2,1.45,0.7631578947368421,0.9437621202327083,-1.6764000000000001,stable
-0.2,1.5,0.75,0.9387755102040818,-1.7600000000000002,stable
-0.2,1.55,0.738095238095238,0.9339275334237551,-1.8444,stable
-0.2,1.6,0.7272727272727272,0.9292035398230089,-1.9296,stable
-0.2,1.65,0.717391304347826,0.9245913165758484,-2.0156,stable
-0.2,1.7,0.7083333333333334,0.9200805910006716,-2.1024000000000003,stable
-0.2,1.75,0.7000000000000001,0.9156626506024097,-2.1900000000000004,stable
-0.2,1.8,0.6923076923076924,0.9113300492610839,-2.2784000000000004,stable
-0.2,1.85,0.6851851851851852,0.907076377603782,-2.3676000000000004,stable
-0.2,1.9,0.6785714285714285,0.9028960817717206,-2.4576000000000002,stable
-0.2,1.95,0.6724137931034482,0.8987843190820924,-2.5484000000000004,stable
-0.2,2.0,0.6666666666666666,0.8947368421052632,-2.64,stable
-0.15,-2.0,0.39999999999999997,1.2045454545454546,1.74,unstable
-0.15,-1.95,0.3979591836734694,1.1992955510003753,1.7127750000000002,unstable
-0.15,-1.9,0.3958333333333333,1.1940824233885172,1.6851,unstable
-0.15,-1.85,0.39361702127659576,1.1889051443585226,1.6569749999999999,unstable
-0.15,-1.8,0.391304347826087,1.183762761302868,1.6283999999999998,unstable
-0.15,-1.75,0.3888888888888889,1.1786542923433874,1.5993750000000002,unstable
-0.15,-1.7,0.38636363636363635,1.1735787217950333,1.5699,unstable
-0.15,-1.65,0.38372093023255816,1.16853499502136,1.539975,unstable
-0.15,-1.6,0.38095238095238093,1.1635220125786163,1.5096,unstable
-0.15,-1.55,0.3780487804878049,1.158538623525086,1.478775,unstable
-0.15,-1.5,0.375,1.1535836177474403,1.4475,unstable
-0.15,-1.45,0.3717948717948718,1.148655717125222,1.4157750000000002,unstable
-0.15,-1.4,0.368421052631579,1.1437535653166002,1.3836,unstable
-0.15,-1.35,0.36486486486486486,1.1388757159012148,1.3509749999999998,unstable
-0.15,-1.3,0.3611111111111111,1.1340206185567012,1.3178999999999998,unstable
-0.15,-1.25,0.35714285714285715,1.1291866028708133,1.284375,unstable
-0.15,-1.2,0.3529411764705882,1.1243718592964824,1.2504,unstable
-0.15,-1.15,0.34848484848484845,1.1195744166364408,1.215975,unstable
-0.15,-1.1,0.34375000000000006,1.1147921152890508,1.1811,unstable
-0.15,-1.05,0.33870967741935487,1.1100225752864505,1.145775,unstable
-0.15,-1.0,0.33333333333333337,1.105263157894737,1.11,unstable
-0.15,-0.95,0.3275862068965517,1.1005109192024234,1.073775,unstable
-0.15,-0.9,0.3214285714285714,1.095762553668098,1.0371,unstable
-0.15,-0.85,0.3148148148148148,1.0910143249891477,0.999975,unstable
-0.15,-0.8,0.30769230769230765,1.086261980830671,0.9624,unstable
-0.15,-0.75,0.3,1.0815006468305304,0.924375,unstable
-0.15,-0.7,0.2916666666666667,1.0767246937459702,0.8858999999999999,unstable
-0.15,-0.65,0.28260869565217395,1.0719275694405634,0.8469749999999999,unstable
-0.15,-0.6,0.27272727272727276,1.0671015843429636,0.8076,unstable
-0.15,-0.55,0.2619047619047619,1.062237634604855,0.767775,unstable
-0.15,-0.5,0.25,1.0573248407643312,0.7274999999999999,unstable
-0.15,-0.45,0.23684210526315788,1.0523500702012436,0.686775,unstable
-0.15,-0.4,0.2222222222222222,1.0472972972972974,0.6456000000000001,unstable
-0.15,-0.35,0.20588235294117646,1.0421467330706906,0.603975,unstable
-0.15,-0.3,0.1875,1.036873621178695,0.5619,unstable
-0.15,-0.25,0.16666666666666669,1.0314465408805031,0.5193749999999999,unstable
-0.15,-0.2,0.14285714285714285,1.0258249641319943,0.4764,unstable
-0.15,-0.15,0.11538461538461538,1.0199556541019956,0.43297499999999994,unstable
-0.15,-0.1,0.08333333333333333,1.013767209011264,0.38910000000000006,unstable
-0.15,-0.05,0.045454545454545456,1.0071615323405705,0.344775,unstable
-0.15,0.0,1.0,1.0,0.3,fixation
-0.15,0.05,1.0,1.0075,0.254775,fixation
-0.15,0.1,1.0,1.015,0.2091,fixation
-0.15,0.15,1.0,1.0225,0.162975,fixation
-0.15,0.2,1.0,1.03,0.1164,fixation
-0.15,0.25,1.0,1.0375,0.06937499999999998,fixation
-0.15,0.3,1.0,1.045,0.02190000000000002,fixation
-0.15,0.35,1.0,1.0525,-0.026024999999999965,fixation
-0.15,0.4,1.0,1.06,-0.07440000000000004,fixation
-0.15,0.45,1.0,1.0675,-0.12322499999999995,fixation
-0.15,0.5,1.0,1.075,-0.1725,fixation
-0.15,0.55,1.0,1.0825,-0.22222500000000006,fixation
-0.15,0.6,1.0,1.09,-0.2724,fixation
-0.15,0.65,1.0,1.0975,-0.323025,fixation
-0.15,0.7,1.0,1.105,-0.37409999999999993,fixation
-0.15,0.75,1.0,1.1125,-0.42562500000000003,fixation
-0.15,0.8,1.0,1.12,-0.4776000000000001,fixation
-0.15,0.85,1.0,1.1275,-0.530025,fixation
-0.15,0.9,1.0,1.135,-0.5829,fixation
-0.15,0.95,1.0,1.1425,-0.636225,fixation
-0.15,1.0,1.0,1.15,-0.69,fixation
-0.15,1.05,0.9545454545454545,0.9937765484540156,-0.7442250000000001,stable
-0.15,1.1,0.9166666666666666,0.9880564603691642,-0.7989,stable
-0.15,1.15,0.8846153846153847,0.9827312922332528,-0.8540249999999997,stable
-0.15,1.2,0.8571428571428571,0.9777227722772276,-0.9096,stable
-0.15,1.25,0.8333333333333333,0.972972972972973,-0.965625,stable
-0.15,1.3,0.8125,0.9684380900998113,-1.0221,stable
-0.15,1.35,0.7941176470588236,0.9640843732184708,-1.0790250000000001,stable
-0.15,1.4,0.7777777777777777,0.9598853868194841,-1.1363999999999999,stable
-0.15,1.45,0.763157894736842,0.9558201207470519,-1.1942249999999999,stable
-0.15,1.5,0.7500000000000001,0.9518716577540106,-1.2525000000000002,stable
-0.15,1.55,0.7380952380952381,0.9480262155159273,-1.311225,stable
-0.15,1.6,0.7272727272727273,0.9442724458204335,-1.3703999999999998,stable
-0.15,1.65,0.717391304347826,0.9406009138320949,-1.4300249999999999,stable
-0.15,1.7,0.7083333333333334,0.9370037056643727,-1.4900999999999998,stable
-0.15,1.75,0.7000000000000001,0.9334741288278775,-1.550625,stable
-0.15,1.8,0.6923076923076923,0.9300064808813999,-1.6116,stable
-0.15,1.85,0.6851851851851852,0.9265958688295018,-1.6730250000000002,stable
-0.15,1.9,0.6785714285714286,0.9232380667364956,-1.7348999999999999,stable
-0.15,1.95,0.6724137931034483,0.9199294024420993,-1.797225,stable
-0.15,2.0,0.6666666666666667,0.9166666666666667,-1.8599999999999999,stable
-0.1,-2.0,0.4,1.1304347826086956,1.2400000000000002,unstable
-0.1,-1.95,0.3979591836734694,1.1272747386470492,1.2179,unstable
-0.1,-1.9,0.39583333333333337,1.1241270556431628,1.1956,unstable
-0.1,-1.85,0.3936170212765957,1.1209913372726752,1.1731,unstable
-0.1,-1.8,0.3913043478260869,1.117867165575304,1.1504,unstable
-0.1,-1.75,0.3888888888888889,1.1147540983606556,1.1275,unstable
-0.1,-1.7,0.38636363636363635,1.1116516662612503,1.1044,unstable
-0.1,-1.65,0.3837209302325581,1.1085593693749611,1.0811,unstable
-0.1,-1.6,0.380952380952381,1.105476673427992,1.0576,unstable
-0.1,-1.55,0.37804878048780494,1.102403005375996,1.0338999999999998,unstable
-0.1,-1.5,0.37500000000000006,1.099337748344371,1.01,unstable
-0.1,-1.45,0.37179487179487175,1.0962802357883326,0.9859,unstable
-0.1,-1.4,0.3684210526315789,1.0932297447280799,0.9616,unstable
-0.1,-1.35,0.3648648648648649,1.0901854878828796,0.9371,unstable
-0.1,-1.3,0.36111111111111116,1.0871466044884874,0.9123999999999999,unstable
-0.1,-1.25,0.35714285714285715,1.0841121495327104,0.8875000000000001,unstable
-0.1,-1.2,0.35294117647058826,1.0810810810810811,0.8624,unstable
-0.1,-1.15,0.3484848484848485,1.078052245284508,0.8371,unstable
-0.1,-1.1,0.34375,1.0750243585579733,0.8116,unstable
-0.1,-1.05,0.3387096774193548,1.071995986286479,0.7859,unstable
-0.1,-1.0,0.3333333333333333,1.0689655172413794,0.76,unstable
-0.1,-0.95,0.3275862068965517,1.0659311326630483,0.7339000000000001,unstable
-0.1,-0.9,0.32142857142857145,1.0628907686649502,0.7076000000000001,unstable
-0.1,-0.85,0.3148148148148148,1.0598420702121587,0.6811,unstable
-0.1,-0.8,0.30769230769230776,1.0567823343848581,0.6544000000000001,unstable
-0.1,-0.75,0.30000000000000004,1.0537084398976984,0.6275000000000001,unstable
-0.1,-0.7,0.29166666666666663,1.0506167588260316,0.6004,unstable
-0.1,-0.65,0.2826086956521739,1.0475030450669915,0.5731,unstable
-0.1,-0.6,0.2727272727272727,1.0443622920517561,0.5456,unstable
-0.1,-0.55,0.2619047619047619,1.041188549341708,0.5179,unstable
-0.1,-0.5,0.25,1.0379746835443038,0.49000000000000005,unstable
-0.1,-0.45,0.2368421052631579,1.0347120627743052,0.4619,unstable
-0.1,-0.4,0.22222222222222224,1.0313901345291479,0.43360000000000004,unstable
-0.1,-0.35,0.20588235294117646,1.027995852466301,0.4051,unstable
-0.1,-0.3,0.1875,1.0245128849780014,0.37640000000000007,unstable
-0.1,-0.25,0.16666666666666666,1.0209205020920502,0.34750000000000003,unstable
-0.1,-0.2,0.14285714285714288,1.017191977077364,0.3184,unstable
-0.1,-0.15,0.11538461538461538,1.0132922365632826,0.2891,unstable
-0.1,-0.1,0.08333333333333334,1.0091743119266054,0.2596,unstable
-0.1,-0.05,0.045454545454545456,1.0047738122300522,0.2299,unstable
-0.1,0.0,1.0,1.0,0.2,fixation
-0.1,0.05,1.0,1.005,0.1699,fixation
-0.1,0.1,1.0,1.01,0.1396,fixation
-0.1,0.15,1.0,1.015,0.10910000000000003,fixation
-0.1,0.2,1.0,1.02,0.07840000000000001,fixation
-0.1,0.25,1.0,1.025,0.047500000000000014,fixation
-0.1,0.3,1.0,1.03,0.016399999999999994,fixation
-0.1,0.35,1.0,1.035,-0.014899999999999981,fixation
-0.1,0.4,1.0,1.04,-0.046400000000000025,fixation
-0.1,0.45,1.0,1.045,-0.0781,fixation
-0.1,0.5,1.0,1.05,-0.11000000000000001,fixation
-0.1,0.55,1.0,1.055,-0.14210000000000003,fixation
-0.1,0.6,1.0,1.06,-0.1744,fixation
-0.1,0.65,1.0,1.065,-0.2069,fixation
-0.1,0.7,1.0,1.07,-0.2396,fixation
-0.1,0.75,1.0,1.075,-0.27249999999999996,fixation
-0.1,0.8,1.0,1.08,-0.3056000000000001,fixation
-0.1,0.85,1.0,1.085,-0.3389,fixation
-0.1,0.9,1.0,1.09,-0.37240000000000006,fixation
-0.1,0.95,1.0,1.095,-0.4061,fixation
-0.1,1.0,1.0,1.1,-0.44000000000000006,fixation
-0.1,1.05,0.9545454545454545,0.995662053294774,-0.47409999999999997,stable
-0.1,1.1,0.9166666666666666,0.9916729750189253,-0.5084000000000002,stable
-0.1,1.15,0.8846153846153847,0.9879560132658405,-0.5428999999999999,stable
-0.1,1.2,0.8571428571428572,0.9844559585492229,-0.5776,stable
-0.1,1.25,0.8333333333333334,0.981132075471698,-0.6125,stable
-0.1,1.3,0.8125,0.9779536461277557,-0.6476,stable
-0.1,1.35,0.7941176470588235,0.974897064683225,-0.6829000000000001,stable
-0.1,1.4,0.7777777777777779,0.9719438877755512,-0.7183999999999999,stable
-0.1,1.45,0.7631578947368421,0.969079492951072,-0.7541000000000001,stable
-0.1,1.5,0.75,0.9662921348314607,-0.79,stable
-0.1,1.55,0.738095238095238,0.9635722679200941,-0.8261000000000002,stable
-0.1,1.6,0.7272727272727272,0.9609120521172638,-0.8624000000000003,stable
-0.1,1.65,0.717391304347826,0.9583049859072797,-0.8989000000000001,stable
-0.1,1.7,0.7083333333333334,0.9557456303458535,-0.9356,stable
-0.1,1.75,0.7000000000000001,0.9532293986636972,-0.9725,stable
-0.1,1.8,0.6923076923076924,0.9507523939808482,-1.0096,stable
-0.1,1.85,0.6851851851851852,0.9483112827676885,-1.0469000000000002,stable
-0.1,1.9,0.6785714285714285,0.9459031951913952,-1.0843999999999998,stable
-0.1,1.95,0.6724137931034482,0.9435256459111346,-1.1221,stable
-0.1,2.0,0.6666666666666666,0.9411764705882353,-1.16,stable
-0.05,-2.0,0.4,1.0625,0.66,unstable
-0.05,-1.95,0.3979591836734694,1.0610684996947901,0.646975,unstable
-0.05,-1.9,0.39583333333333337,1.0596384890139625,0.6339000000000001,unstable
-0.05,-1.85,0.3936170212765957,1.0582098203196157,0.6207750000000001,unstable
-0.05,-1.8,0.3913043478260869,1.0567823343848581,0.6076000000000001,unstable
-0.05,-1.75,0.3888888888888889,1.055355859094177,0.594375,unstable
-0.05,-1.7,0.38636363636363635,1.0539302079661614,0.5811000000000001,unstable
-0.05,-1.65,0.3837209302325581,1.0525051784695745,0.567775,unstable
-0.05,-1.6,0.380952380952381,1.0510805500982319,0.5544000000000001,unstable
-0.05,-1.55,0.37804878048780494,1.0496560821633845,0.540975,unstable
-0.05,-1.5,0.37500000000000006,1.0482315112540193,0.5275000000000001,unstable
-0.05,-1.45,0.37179487179487175,1.0468065483052802,0.5139750000000001,unstable
-0.05,-1.4,0.3684210526315789,1.0453808752025933,0.5004,unstable
-0.05,-1.35,0.3648648648648649,1.0439541408333621,0.486775,unstable
-0.05,-1.3,0.36111111111111116,1.0425259564784526,0.4731,unstable
-0.05,-1.25,0.35714285714285715,1.0410958904109588,0.45937500000000003,unstable
-0.05,-1.2,0.35294117647058826,1.0396634615384615,0.4456,unstable
-0.05,-1.15,0.3484848484848485,1.0382281318851223,0.431775,unstable
-0.05,-1.1,0.34375,1.0367892976588629,0.41790000000000005,unstable
-0.05,-1.05,0.3387096774193548,1.0353462785828647,0.403975,unstable
-0.05,-1.0,0.3333333333333333,1.0338983050847457,0.39,unstable
-0.05,-0.95,0.3275862068965517,1.0324445028241167,0.375975,unstable
-0.05,-0.9,0.32142857142857145,1.0309838738901975,0.3619,unstable
-0.05,-0.85,0.3148148148148148,1.029515273802262,0.34777500000000006,unstable
-0.05,-0.8,0.30769230769230776,1.0280373831775702,0.33360000000000006,unstable
-0.05,-0.75,0.30000000000000004,1.0265486725663717,0.319375,unstable
-0.05,-0.7,0.29166666666666663,1.0250473584508526,0.30510000000000004,unstable
-0.05,-0.65,0.2826086956521739,1.0235313477044594,0.290775,unstable
-0.05,-0.6,0.2727272727272727,1.0219981668194318,0.27640000000000003,unstable
-0.05,-0.55,0.2619047619047619,1.0204448707956113,0.261975,unstable
-0.05,-0.5,0.25,1.0188679245283019,0.24750000000000003,unstable
-0.05,-0.45,0.2368421052631579,1.0172630464977843,0.232975,unstable
-0.05,-0.4,0.22222222222222224,1.015625,0.21840000000000004,unstable
-0.05,-0.35,0.20588235294117646,1.0139473101616119,0.203775,unstable
-0.05,-0.3,0.1875,1.0122218740206832,0.18910000000000002,unstable
-0.05,-0.25,0.16666666666666666,1.0104384133611692,0.174375,unstable
-0.05,-0.2,0.14285714285714288,1.0085836909871244,0.15960000000000002,unstable
-0.05,-0.15,0.11538461538461538,1.0066403618516024,0.144775,unstable
-0.05,-0.1,0.08333333333333334,1.0045852438516047,0.12990000000000002,unstable
-0.05,-0.05,0.045454545454545456,1.0023866348448687,0.11497500000000001,unstable
-0.05,0.0,1.0,1.0,0.1,fixation
-0.05,0.05,1.0,1.0025,0.08497500000000001,fixation
-0.05,0.1,1.0,1.005,0.0699,fixation
-0.05,0.15,1.0,1.0075,0.054775,fixation
-0.05,0.2,1.0,1.01,0.0396,fixation
-0.05,0.25,1.0,1.0125,0.024375000000000004,fixation
-0.05,0.3,1.0,1.015,0.009100000000000009,fixation
-0.05,0.35,1.0,1.0175,-0.006225000000000003,fixation
-0.05,0.4,1.0,1.02,-0.021600000000000008,fixation
-0.05,0.45,1.0,1.0225,-0.037024999999999995,fixation
-0.05,0.5,1.0,1.025,-0.05249999999999999,fixation
-0.05,0.55,1.0,1.0275,-0.06802500000000003,fixation
-0.05,0.6,1.0,1.03,-0.08360000000000001,fixation
-0.05,0.65,1.0,1.0325,-0.09922500000000001,fixation
-0.05,0.7,1.0,1.035,-0.11489999999999999,fixation
-0.05,0.75,1.0,1.0375,-0.13062500000000002,fixation
-0.05,0.8,1.0,1.04,-0.14640000000000003,fixation
-0.05,0.85,1.0,1.0425,-0.16222499999999998,fixation
-0.05,0.9,1.0,1.045,-0.17810000000000004,fixation
-0.05,0.95,1.0,1.0475,-0.194025,fixation
-0.05,1.0,1.0,1.05,-0.21000000000000002,fixation
-0.05,1.05,0.9545454545454545,0.9977275186668112,-0.22602500000000003,stable
-0.05,1.1,0.9166666666666666,0.9956366521221739,-0.24210000000000004,stable
-0.05,1.15,0.8846153846153847,0.9936865220971726,-0.25822500000000004,stable
-0.05,1.2,0.8571428571428572,0.9918478260869564,-0.2744,stable
-0.05,1.25,0.8333333333333334,0.9900990099009901,-0.290625,stable
-0.05,1.3,0.8125,0.9884238646482635,-0.3069,stable
-0.05,1.35,0.7941176470588235,0.986809965803615,-0.32322500000000004,stable
-0.05,1.4,0.7777777777777779,0.9852476290832455,-0.3396,stable
-0.05,1.45,0.7631578947368421,0.9837291939405272,-0.35602500000000004,stable
-0.05,1.5,0.75,0.9822485207100592,-0.3725,stable
-0.05,1.55,0.738095238095238,0.9808006305951242,-0.3890250000000001,stable
-0.05,1.6,0.7272727272727272,0.9793814432989693,-0.4056000000000001,stable
-0.05,1.65,0.717391304347826,0.977987582738981,-0.422225,stable
-0.05,1.7,0.7083333333333334,0.9766162310866576,-0.43889999999999996,stable
-0.05,1.75,0.7000000000000001,0.9752650176678446,-0.45562499999999995,stable
-0.05,1.8,0.6923076923076924,0.9739319333816076,-0.47240000000000004,stable
-0.05,1.85,0.6851851851851852,0.9726152640515477,-0.4892250000000001,stable
-0.05,1.9,0.6785714285714285,0.9713135379969805,-0.5061,stable
-0.05,1.95,0.6724137931034482,0.9700254844059706,-0.523025,stable
-0.05,2.0,0.6666666666666666,0.96875,-0.54,stable
0.0,-2.0,0.0,1.0,-0.0,loss
0.0,-1.95,0.0,1.0,-0.0,loss
0.0,-1.9,0.0,1.0,-0.0,loss
0.0,-1.85,0.0,1.0,-0.0,loss
0.0,-1.8,0.0,1.0,-0.0,loss
0.0,-1.75,0.0,1.0,-0.0,loss
0.0,-1.7,0.0,1.0,-0.0,loss
0.0,-1.65,0.0,1.0,-0.0,loss
0.0,-1.6,0.0,1.0,-0.0,loss
0.0,-1.55,0.0,1.0,-0.0,loss
0.0,-1.5,0.0,1.0,-0.0,loss
0.0,-1.45,0.0,1.0,-0.0,loss
0.0,-1.4,0.0,1.0,-0.0,loss
0.0,-1.35,0.0,1.0,-0.0,loss
0.0,-1.3,0.0,1.0,-0.0,loss
0.0,-1.25,0.0,1.0,-0.0,loss
0.0,-1.2,0.0,1.0,-0.0,loss
0.0,-1.15,0.0,1.0,-0.0,loss
0.0,-1.1,0.0,1.0,-0.0,loss
0.0,-1.05,0.0,1.0,-0.0,loss
0.0,-1.0,0.0,1.0,-0.0,loss
0.0,-0.95,0.0,1.0,-0.0,loss
0.0,-0.9,0.0,1.0,-0.0,loss
0.0,-0.85,0.0,1.0,-0.0,loss
0.0,-0.8,0.0,1.0,-0.0,loss
0.0,-0.75,0.0,1.0,-0.0,loss
0.0,-0.7,0.0,1.0,-0.0,loss
0.0,-0.65,0.0,1.0,-0.0,loss
0.0,-0.6,0.0,1.0,-0.0,loss
0.0,-0.55,0.0,1.0,-0.0,loss
0.0,-0.5,0.0,1.0,-0.0,loss
0.0,-0.45,0.0,1.0,-0.0,loss
0.0,-0.4,0.0,1.0,-0.0,loss
0.0,-0.35,0.0,1.0,-0.0,loss
0.0,-0.3,0.0,1.0,-0.0,loss
0.0,-0.25,0.0,1.0,-0.0,loss
0.0,-0.2,0.0,1.0,-0.0,loss
0.0,-0.15,0.0,1.0,-0.0,loss
0.0,-0.1,0.0,1.0,-0.0,loss
0.0,-0.05,0.0,1.0,-0.0,loss
0.0,0.0,0.0,1.0,-0.0,loss
0.0,0.05,0.0,1.0,-0.0,loss
0.0,0.1,0.0,1.0,-0.0,loss
0.0,0.15,0.0,1.0,-0.0,loss
0.0,0.2,0.0,1.0,-0.0,loss
0.0,0.25,0.0,1.0,-0.0,loss
0.0,0.3,0.0,1.0,-0.0,loss
0.0,0.35,0.0,1.0,0.0,loss
0.0,0.4,0.0,1.0,0.0,loss
0.0,0.45,0.0,1.0,0.0,loss
0.0,0.5,0.0,1.0,0.0,loss
0.0,0.55,0.0,1.0,0.0,loss
0.0,0.6,0.0,1.0,0.0,loss
0.0,0.65,0.0,1.0,0.0,loss
0.0,0.7,0.0,1.0,0.0,loss
0.0,0.75,0.0,1.0,0.0,loss
0.0,0.8,0.0,1.0,0.0,loss
0.0,0.85,0.0,1.0,0.0,loss
0.0,0.9,0.0,1.0,0.0,loss
0.0,0.95,0.0,1.0,0.0,loss
0.0,1.0,0.0,1.0,0.0,loss
0.0,1.05,0.0,1.0,0.0,loss
0.0,1.1,0.0,1.0,0.0,loss
0.0,1.15,0.0,1.0,0.0,loss
0.0,1.2,0.0,1.0,0.0,loss
0.0,1.25,0.0,1.0,0.0,loss
0.0,1.3,0.0,1.0,0.0,loss
0.0,1.35,0.0,1.0,0.0,loss
0.0,1.4,0.0,1.0,0.0,loss
0.0,1.45,0.0,1.0,0.0,loss
0.0,1.5,0.0,1.0,0.0,loss
0.0,1.55,0.0,1.0,0.0,loss
0.0,1.6,0.0,1.0,0.0,loss
0.0,1.65,0.0,1.0,0.0,loss
0.0,1.7,0.0,1.0,0.0,loss
0.0,1.75,0.0,1.0,0.0,loss
0.0,1.8,0.0,1.0,0.0,loss
0.0,1.85,0.0,1.0,0.0,loss
0.0,1.9,0.0,1.0,0.0,loss
0.0,1.95,0.0,1.0,0.0,loss
0.0,2.0,0.0,1.0,0.0,loss
0.05,-2.0,0.4,0.9423076923076923,-0.7400000000000001,stable
0.05,-1.95,0.3979591836734694,0.9434935291373002,-0.723025,stable
0.05,-1.9,0.39583333333333337,0.9446842686477261,-0.7061000000000001,stable
0.05,-1.85,0.3936170212765957,0.9458800585080448,-0.6892250000000001,stable
0.05,-1.8,0.3913043478260869,0.9470810583788324,-0.6724000000000001,stable
0.05,-1.75,0.3888888888888889,0.9482874412357288,-0.655625,stable
0.05,-1.7,0.38636363636363635,0.9494993948729235,-0.6389,stable
0.05,-1.65,0.3837209302325581,0.9507171236157683,-0.622225,stable
0.05,-1.6,0.380952380952381,0.9519408502772644,-0.6056000000000001,stable
0.05,-1.55,0.37804878048780494,0.9531708183999289,-0.589025,stable
0.05,-1.5,0.37500000000000006,0.9544072948328266,-0.5725,stable
0.05,-1.45,0.37179487179487175,0.9556505727037232,-0.556025,stable
0.05,-1.4,0.3684210526315789,0.956900974858902,-0.5396,stable
0.05,-1.35,0.3648648648648649,0.958158857858815,-0.523225,stable
0.05,-1.3,0.36111111111111116,0.9594246166372641,-0.5069,stable
0.05,-1.25,0.35714285714285715,0.9606986899563319,-0.49062500000000003,stable
0.05,-1.2,0.35294117647058826,0.9619815668202764,-0.4744,stable
